case_id,problem,pool,composition_model,partition,error_mode,variant,mechanism_id,mechanism_status,baseline_complete,candidate_complete,baseline_variant,both_complete,completion_delta,penalized_time_delta_s,completed_time_delta_s,completed_reduction_pct,baseline_total_virtual_time_s,candidate_total_virtual_time_s
round-broad-p3-0023-b7de5b6158b9352e,3,broad,broad_joint,development,extreme,joint_triangular_l3,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-334.9157430000005,-334.9157430000005,6.63073503840838,5050.959525,4716.043782
round-broad-p3-0024-89076d8a47701c27,3,broad,broad_joint,development,deterministic,joint_triangular_l1,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-759.7773150000003,-759.7773150000003,14.784695073902604,5138.944775,4379.16746
round-broad-p3-0024-89076d8a47701c27,3,broad,broad_joint,development,deterministic,joint_triangular_l2,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-591.2518,-591.2518,11.505315310573657,5138.944775,4547.692975
round-broad-p3-0024-89076d8a47701c27,3,broad,broad_joint,development,deterministic,joint_triangular_l3,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-444.6794639999998,-444.6794639999998,8.653127898226925,5138.944775,4694.265311
round-broad-p3-0025-1089019f070f4588,3,broad,broad_joint,development,correlated,joint_triangular_l1,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-463.4882040000002,-463.4882040000002,8.83408037063117,5246.592566,4783.104362
round-broad-p3-0025-1089019f070f4588,3,broad,broad_joint,development,correlated,joint_triangular_l2,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-341.8998580000007,-341.8998580000007,6.51660775444328,5246.592566,4904.692708
round-broad-p3-0025-1089019f070f4588,3,broad,broad_joint,development,correlated,joint_triangular_l3,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-192.37385900000027,-192.37385900000027,3.666643761260578,5246.592566,5054.218707
round-broad-p3-0027-4581b726f90f09c9,3,broad,broad_joint,development,deterministic,joint_triangular_l1,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-94.13893499999995,-94.13893499999995,2.063282809510223,4562.5803,4468.441365
round-broad-p3-0027-4581b726f90f09c9,3,broad,broad_joint,development,deterministic,joint_triangular_l2,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-48.78682099999969,-48.78682099999969,1.0692813669493049,4562.5803,4513.793479
round-broad-p3-0027-4581b726f90f09c9,3,broad,broad_joint,development,deterministic,joint_triangular_l3,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-8.830489999999372,-8.830489999999372,0.19354157996954865,4562.5803,4553.74981
round-broad-p3-0028-516793c48b45e016,3,broad,broad_joint,development,correlated,joint_triangular_l1,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-230.06728899999962,-230.06728899999962,4.528063580894541,5080.92002,4850.852731
round-broad-p3-0028-516793c48b45e016,3,broad,broad_joint,development,correlated,joint_triangular_l2,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-188.7780159999993,-188.7780159999993,3.7154297894261936,5080.92002,4892.142004
round-broad-p3-0028-516793c48b45e016,3,broad,broad_joint,development,correlated,joint_triangular_l3,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-125.82692199999929,-125.82692199999929,2.476459410986739,5080.92002,4955.093098
round-broad-p3-0030-7c9d905375ff7952,3,broad,broad_joint,development,deterministic,joint_triangular_l1,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-495.5331019999994,-495.5331019999994,10.063950453209642,4923.842822,4428.30972
round-broad-p3-0030-7c9d905375ff7952,3,broad,broad_joint,development,deterministic,joint_triangular_l2,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-346.58783499999936,-346.58783499999936,7.038970323167626,4923.842822,4577.254987
round-broad-p3-0030-7c9d905375ff7952,3,broad,broad_joint,development,deterministic,joint_triangular_l3,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-232.85372499999994,-232.85372499999994,4.72910556688765,4923.842822,4690.989097
round-broad-p3-0031-adfd6f16404bebf3,3,broad,broad_joint,development,correlated,joint_triangular_l1,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-691.7977559999999,-691.7977559999999,12.493989945573999,5537.044283,4845.246527
round-broad-p3-0031-adfd6f16404bebf3,3,broad,broad_joint,development,correlated,joint_triangular_l2,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-525.8556950000002,-525.8556950000002,9.497046946409624,5537.044283,5011.188588
round-broad-p3-0031-adfd6f16404bebf3,3,broad,broad_joint,development,correlated,joint_triangular_l3,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-337.2563850000006,-337.2563850000006,6.090910019185783,5537.044283,5199.787898
round-broad-p3-0032-c8b4851802723ebc,3,broad,broad_joint,development,extreme,joint_triangular_l1,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-473.7096759999995,-473.7096759999995,8.849596035392302,5352.896043,4879.186367
round-broad-p3-0032-c8b4851802723ebc,3,broad,broad_joint,development,extreme,joint_triangular_l2,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-237.09055099999932,-237.09055099999932,4.429201484494425,5352.896043,5115.805492
round-broad-p3-0032-c8b4851802723ebc,3,broad,broad_joint,development,extreme,joint_triangular_l3,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-169.42848499999945,-169.42848499999945,3.165174209231312,5352.896043,5183.467558
round-broad-p3-0033-2a47c1509f19b429,3,broad,broad_joint,development,deterministic,joint_triangular_l1,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-349.34456800000044,-349.34456800000044,6.789381083822187,5145.455288,4796.11072
round-broad-p3-0033-2a47c1509f19b429,3,broad,broad_joint,development,deterministic,joint_triangular_l2,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-262.71772599999986,-262.71772599999986,5.105820793209463,5145.455288,4882.737562
round-broad-p3-0033-2a47c1509f19b429,3,broad,broad_joint,development,deterministic,joint_triangular_l3,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-195.0657970000002,-195.0657970000002,3.79103084337209,5145.455288,4950.389491
round-broad-p3-0034-d68bb345dd4f7578,3,broad,broad_joint,development,correlated,joint_triangular_l1,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-907.436651,-907.436651,16.143660400151436,5621.009291,4713.57264
round-broad-p3-0034-d68bb345dd4f7578,3,broad,broad_joint,development,correlated,joint_triangular_l2,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-640.60052,-640.60052,11.396539070406599,5621.009291,4980.408771
round-broad-p3-0034-d68bb345dd4f7578,3,broad,broad_joint,development,correlated,joint_triangular_l3,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-403.2082190000001,-403.2082190000001,7.173235234561723,5621.009291,5217.801072
round-broad-p3-0035-c60a0e12b7a5eff6,3,broad,broad_joint,development,extreme,joint_triangular_l1,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-372.8060209999994,-372.8060209999994,8.181767844248634,4556.546068,4183.740047
round-broad-p3-0035-c60a0e12b7a5eff6,3,broad,broad_joint,development,extreme,joint_triangular_l2,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-285.9224239999994,-285.9224239999994,6.274981526204542,4556.546068,4270.623644
round-broad-p3-0035-c60a0e12b7a5eff6,3,broad,broad_joint,development,extreme,joint_triangular_l3,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-160.82805899999948,-160.82805899999948,3.529604586453607,4556.546068,4395.718009
round-broad-p3-0036-6b0255130b6f8f5a,3,broad,broad_joint,development,deterministic,joint_triangular_l1,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-322.49091599999974,-322.49091599999974,7.2249394363089845,4463.579506,4141.08859
