partition,pool,composition_model,mechanism_id,variant,n,complete,failures,hull_violations,penalized_time_mean_s,interpretation,total_virtual_time_s_n,total_virtual_time_s_mean,total_virtual_time_s_median,total_virtual_time_s_p90,total_virtual_time_s_p95,total_virtual_time_s_max,walk_distance_m_n,walk_distance_m_mean,walk_distance_m_median,walk_distance_m_p90,walk_distance_m_p95,walk_distance_m_max,measures_n,measures_mean,measures_median,measures_p90,measures_p95,measures_max,switches_n,switches_mean,switches_median,switches_p90,switches_p95,switches_max,failed_clear_attempts_n,failed_clear_attempts_mean,failed_clear_attempts_median,failed_clear_attempts_p90,failed_clear_attempts_p95,failed_clear_attempts_max,failed_clear_cost_s_n,failed_clear_cost_s_mean,failed_clear_cost_s_median,failed_clear_cost_s_p90,failed_clear_cost_s_p95,failed_clear_cost_s_max,fallback_targets_n,fallback_targets_mean,fallback_targets_median,fallback_targets_p90,fallback_targets_p95,fallback_targets_max,post_clear_stop_tail_s_n,post_clear_stop_tail_s_mean,post_clear_stop_tail_s_median,post_clear_stop_tail_s_p90,post_clear_stop_tail_s_p95,post_clear_stop_tail_s_max,post_clear_measurements_n,post_clear_measurements_mean,post_clear_measurements_median,post_clear_measurements_p90,post_clear_measurements_p95,post_clear_measurements_max,movement_s_n,movement_s_mean,movement_s_median,movement_s_p90,movement_s_p95,movement_s_max,measurement_s_n,measurement_s_mean,measurement_s_median,measurement_s_p90,measurement_s_p95,measurement_s_max,optical_s_n,optical_s_mean,optical_s_median,optical_s_p90,optical_s_p95,optical_s_max,laser_s_n,laser_s_mean,laser_s_median,laser_s_p90,laser_s_p95,laser_s_max,program_real_time_s_n,program_real_time_s_mean,program_real_time_s_median,program_real_time_s_p90,program_real_time_s_p95,program_real_time_s_max
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_150,combined_cover,2,2,0,0,8790.5302835,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8790.5302835,8790.5302835,9001.9271063,9028.35170915,9054.776312,2,32877.65142469433,32877.65142469433,33814.63554376597,33931.758558649926,34048.88157353388,2,343.5,343.5,356.7,358.35,360,2,328.0,328.0,340.0,341.5,343,2,34.0,34.0,50.0,52.0,54,2,102.0,102.0,150.0,156.0,162.0,2,9.5,9.5,9.9,9.950000000000001,10,2,286.6594455000004,286.6594455000004,515.9870019000008,544.6529464500007,573.3188910000008,2,7.5,7.5,13.5,14.25,15,2,6575.530284938867,6575.530284938867,6762.927108753194,6786.351711729985,6809.776314706776,2,1717.5,1717.5,1783.5,1791.75,1800.0,2,142.5,142.5,194.10000000000002,200.54999999999998,207.0,2,27.0,27.0,29.4,29.700000000000003,30.0,2,2.6653600499848835,2.6653600499848835,2.933842249994632,2.9674025249958507,3.000962799997069
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_150,coverage,2,2,0,0,9065.452003499999,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,9065.452003499999,9065.452003499999,9433.5177175,9479.52593175,9525.534146,2,33794.760023724746,33794.760023724746,35245.08860287499,35426.37967526876,35607.670747662545,2,343.5,343.5,356.7,358.35,360,2,328.0,328.0,340.0,341.5,343,2,64.5,64.5,66.5,66.75,67,2,193.5,193.5,199.5,200.25,201.0,2,9.5,9.5,9.9,9.950000000000001,10,2,287.3337504999995,287.3337504999995,517.2007508999991,545.934125949999,574.667500999999,2,7.5,7.5,13.5,14.25,15,2,6758.95200474495,6758.95200474495,7049.017720574997,7085.2759350537535,7121.534149532509,2,1717.5,1717.5,1783.5,1791.75,1800.0,2,234.0,234.0,236.4,236.7,237.0,2,27.0,27.0,29.4,29.700000000000003,30.0,2,2.567836600006558,2.567836600006558,2.7802774800220504,2.806832590023987,2.8333877000259236
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_150,current,2,2,0,0,10805.6859415,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10805.6859415,10805.6859415,11065.363017900001,11097.82265245,11130.282287,2,40463.42971608951,40463.42971608951,40877.81509367424,40929.61326587233,40981.41143807042,2,413.0,413.0,430.6,432.8,435,2,393.0,393.0,409.8,411.9,414,2,62.5,62.5,88.5,91.75,95,2,187.5,187.5,265.5,275.25,285.0,2,8.0,8.0,8.0,8.0,8,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8092.685943217901,8092.685943217901,8175.563018734847,8185.922653174465,8196.282287614084,2,2065.0,2065.0,2153.0,2164.0,2175.0,2,228.0,228.0,302.40000000000003,311.7,321.0,2,27.0,27.0,29.4,29.700000000000003,30.0,2,2.110722449957393,2.110722449957393,2.2260131299262866,2.2404244649223983,2.25483579991851
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_150,local_cover,2,2,0,0,10955.474452999999,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10955.474452999999,10955.474452999999,10980.8776026,10984.052996299999,10987.22839,2,40837.37228092988,40837.37228092988,41114.35653073792,41148.97956196392,41183.60259318993,2,413.0,413.0,430.6,432.8,435,2,393.0,393.0,409.8,411.9,414,2,87.5,87.5,93.5,94.25,95,2,262.5,262.5,280.5,282.75,285.0,2,8.0,8.0,8.0,8.0,8,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8167.474456185975,8167.474456185975,8222.871306147583,8229.795912392785,8236.720518637985,2,2065.0,2065.0,2153.0,2164.0,2175.0,2,303.0,303.0,324.6,327.3,330.0,2,27.0,27.0,29.4,29.700000000000003,30.0,2,2.8730364000075497,2.8730364000075497,3.078616799984593,3.104314349981723,3.1300118999788538
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_300,combined_cover,1,1,0,0,9388.768532,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,9388.768532,9388.768532,9388.768532,9388.768532,9388.768532,1,35588.8426659477,35588.8426659477,35588.8426659477,35588.8426659477,35588.8426659477,1,337.0,337,337,337,337,1,323.0,323,323,323,323,1,61.0,61,61,61,61,1,183.0,183.0,183.0,183.0,183.0,1,11.0,11,11,11,11,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,7117.768533189539,7117.768533189539,7117.768533189539,7117.768533189539,7117.768533189539,1,1685.0,1685.0,1685.0,1685.0,1685.0,1,231.0,231.0,231.0,231.0,231.0,1,32.0,32.0,32.0,32.0,32.0,1,3.25651450001169,3.25651450001169,3.25651450001169,3.25651450001169,3.25651450001169
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_300,coverage,1,1,0,0,8920.285116,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,8920.285116,8920.285116,8920.285116,8920.285116,8920.285116,1,34026.425581426694,34026.425581426694,34026.425581426694,34026.425581426694,34026.425581426694,1,337.0,337,337,337,337,1,323.0,323,323,323,323,1,9.0,9,9,9,9,1,27.0,27.0,27.0,27.0,27.0,1,11.0,11,11,11,11,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,6805.2851162853385,6805.2851162853385,6805.2851162853385,6805.2851162853385,6805.2851162853385,1,1685.0,1685.0,1685.0,1685.0,1685.0,1,75.0,75.0,75.0,75.0,75.0,1,32.0,32.0,32.0,32.0,32.0,1,2.1375056999968365,2.1375056999968365,2.1375056999968365,2.1375056999968365,2.1375056999968365
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_300,current,1,1,0,0,11625.963184,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,11625.963184,11625.963184,11625.963184,11625.963184,11625.963184,1,44299.815923569055,44299.815923569055,44299.815923569055,44299.815923569055,44299.815923569055,1,379.0,379,379,379,379,1,359.0,359,359,359,359,1,144.0,144,144,144,144,1,432.0,432.0,432.0,432.0,432.0,1,10.0,10,10,10,10,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,8859.963184713812,8859.963184713812,8859.963184713812,8859.963184713812,8859.963184713812,1,1895.0,1895.0,1895.0,1895.0,1895.0,1,480.0,480.0,480.0,480.0,480.0,1,32.0,32.0,32.0,32.0,32.0,1,2.431350600090809,2.431350600090809,2.431350600090809,2.431350600090809,2.431350600090809
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_300,local_cover,1,1,0,0,10898.58235,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,10898.58235,10898.58235,10898.58235,10898.58235,10898.58235,1,41772.91175697035,41772.91175697035,41772.91175697035,41772.91175697035,41772.91175697035,1,379.0,379,379,379,379,1,359.0,359,359,359,359,1,70.0,70,70,70,70,1,210.0,210.0,210.0,210.0,210.0,1,10.0,10,10,10,10,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,8354.58235139407,8354.58235139407,8354.58235139407,8354.58235139407,8354.58235139407,1,1895.0,1895.0,1895.0,1895.0,1895.0,1,258.0,258.0,258.0,258.0,258.0,1,32.0,32.0,32.0,32.0,32.0,1,2.8391366000287235,2.8391366000287235,2.8391366000287235,2.8391366000287235,2.8391366000287235
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_75,combined_cover,2,2,0,0,8731.3138385,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8731.3138385,8731.3138385,8941.2234709,8967.462174949998,8993.700879,2,32704.069181200266,32704.069181200266,33743.61734608187,33873.56086669207,34003.504387302266,2,341.0,341.0,350.59999999999997,351.79999999999995,353,2,328.5,328.5,337.7,338.85,340,2,29.0,29.0,47.400000000000006,49.699999999999996,52,2,87.0,87.0,142.20000000000002,149.1,156.0,2,9.5,9.5,10.7,10.85,11,2,300.88831500000015,300.88831500000015,541.5989670000002,571.6877985000002,601.7766300000003,2,9.0,9.0,16.2,17.099999999999998,18,2,6540.813836240053,6540.813836240053,6748.723469216373,6774.712173338413,6800.700877460453,2,1705.0,1705.0,1753.0,1759.0,1765.0,2,129.0,129.0,184.20000000000002,191.1,198.0,2,28.0,28.0,28.0,28.0,28.0,2,2.5791380000300705,2.5791380000300705,2.6839060800150034,2.69700209001312,2.710098100011237
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_75,coverage,2,2,0,0,8836.6209125,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8836.6209125,8836.6209125,9087.1582497,9118.47541685,9149.792584,2,33028.10455791617,33028.10455791617,34240.79124986748,34392.3770863614,34543.96292285531,2,341.0,341.0,350.59999999999997,351.79999999999995,353,2,328.5,328.5,337.7,338.85,340,2,42.5,42.5,58.900000000000006,60.949999999999996,63,2,127.5,127.5,176.7,182.85,189.0,2,10.0,10.0,10.8,10.9,11,2,298.6620660000003,298.6620660000003,537.5917188000006,567.4579254000006,597.3241320000006,2,9.0,9.0,16.2,17.099999999999998,18,2,6605.6209115832335,6605.6209115832335,6848.158249973496,6878.475417272279,6908.7925845710615,2,1705.0,1705.0,1753.0,1759.0,1765.0,2,169.5,169.5,218.7,224.85,231.0,2,28.0,28.0,28.0,28.0,28.0,2,2.321984800044447,2.321984800044447,2.3767452800646423,2.3835903400671667,2.3904354000696912
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_75,current,2,2,0,0,10990.1564985,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10990.1564985,10990.1564985,11281.8929173,11318.359969649999,11354.827022,2,43128.28249769352,43128.28249769352,44936.96459326019,45163.04985520602,45389.135117151855,2,370.0,370.0,384.4,386.2,388,2,348.5,348.5,363.3,365.15,367,2,32.0,32.0,37.6,38.3,39,2,96.0,96.0,112.8,114.89999999999999,117.0,2,10.0,10.0,10.0,10.0,10,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8625.656499538705,8625.656499538705,8987.392918652038,9032.609971041205,9077.82702343037,2,1850.0,1850.0,1922.0,1931.0,1940.0,2,138.0,138.0,154.79999999999998,156.89999999999998,159.0,2,28.0,28.0,28.0,28.0,28.0,2,2.273711399990134,2.273711399990134,2.2947324399603533,2.2973600699566306,2.299987699952908
development,stress,stress_design,assumption__radius_min__noise_deterministic__scale_75,local_cover,2,2,0,0,10934.9866415,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10934.9866415,10934.9866415,11200.4119091,11233.59006755,11266.768226,2,42972.43320968434,42972.43320968434,44673.55954650167,44886.200338603834,45098.841130705994,2,370.0,370.0,384.4,386.2,388,2,348.5,348.5,363.3,365.15,367,2,24.0,24.0,28.0,28.499999999999996,29,2,72.0,72.0,84.0,85.5,87.0,2,10.0,10.0,10.0,10.0,10,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8594.486641936868,8594.486641936868,8934.711909300333,8977.240067720766,9019.7682261412,2,1850.0,1850.0,1922.0,1931.0,1940.0,2,114.0,114.0,126.0,127.5,129.0,2,28.0,28.0,28.0,28.0,28.0,2,2.300395399972331,2.300395399972331,2.31037979995599,2.3116278499539478,2.312875899951905
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_150,combined_cover,2,2,0,0,8828.849919,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8828.849919,8828.849919,9339.9470502,9403.834191599999,9467.721333,2,36246.74959997199,36246.74959997199,39048.235262929105,39398.42097079874,39748.60667866838,2,213.5,213.5,213.89999999999998,213.95,214,2,196.0,196.0,198.39999999999998,198.7,199,2,79.5,79.5,95.10000000000001,97.05,99,2,238.5,238.5,285.3,291.15,297.0,2,9.5,9.5,9.9,9.950000000000001,10,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,7249.349919994398,7249.349919994398,7809.64705258582,7879.684194159748,7949.721335733676,2,1067.5,1067.5,1069.5,1069.75,1070.0,2,285.0,285.0,333.0,339.0,345.0,2,31.0,31.0,31.8,31.9,32.0,2,3.3883544000564143,3.3883544000564143,3.826024160045199,3.8807328800437975,3.9354416000423953
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_150,coverage,2,2,0,0,9571.712961000001,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,9571.712961000001,9571.712961000001,10055.342137,10115.795784,10176.249431,2,38821.064807694886,38821.064807694886,41533.2106850443,41872.22891971297,42211.24715438165,2,213.5,213.5,213.89999999999998,213.95,214,2,196.0,196.0,198.39999999999998,198.7,199,2,155.5,155.5,174.29999999999998,176.64999999999998,179,2,466.5,466.5,522.9,529.95,537.0,2,9.0,9.0,9.8,9.9,10,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,7764.212961538979,7764.212961538979,8306.642137008861,8374.445783942596,8442.24943087633,2,1067.5,1067.5,1069.5,1069.75,1070.0,2,513.0,513.0,570.6,577.8000000000001,585.0,2,31.0,31.0,31.8,31.9,32.0,2,2.898464550031349,2.898464550031349,3.2132327500265094,3.252578775025904,3.291924800025299
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_150,current,2,2,0,0,10674.23732,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10674.23732,10674.23732,10690.972744800001,10693.0646729,10695.156601,2,44913.686595142586,44913.686595142586,45055.36371475771,45073.073354709595,45090.78299466149,2,245.5,245.5,263.5,265.75,268,2,218.5,218.5,236.5,238.75,241,2,56.0,56.0,88.8,92.89999999999999,97,2,168.0,168.0,266.40000000000003,278.7,291.0,2,12.5,12.5,12.9,12.95,13,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8982.737319028518,8982.737319028518,9011.072742951541,9014.614670941919,9018.156598932297,2,1227.5,1227.5,1317.5,1328.75,1340.0,2,214.5,214.5,311.70000000000005,323.84999999999997,336.0,2,31.0,31.0,31.8,31.9,32.0,2,2.597116549964994,2.597116549964994,2.655905789975077,2.6632544449763373,2.6706030999775976
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_150,local_cover,2,2,0,0,10610.621843,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,10610.621843,10610.621843,10614.183367000001,10614.628557500002,10615.073748,2,44678.10922571008,44678.10922571008,44687.916844575215,44689.14279693335,44690.36874929149,2,245.5,245.5,263.5,265.75,268,2,218.5,218.5,236.5,238.75,241,2,50.5,50.5,87.7,92.35,97,2,151.5,151.5,263.1,277.05,291.0,2,12.0,12.0,12.8,12.9,13,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,8935.621845142017,8935.621845142017,8937.583368915042,8937.828559386671,8938.073749858298,2,1227.5,1227.5,1317.5,1328.75,1340.0,2,198.0,198.0,308.40000000000003,322.2,336.0,2,31.0,31.0,31.8,31.9,32.0,2,2.9113627999904566,2.9113627999904566,3.0917127199820245,3.11425645998097,3.136800199979916
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_300,combined_cover,1,1,0,0,6716.490935,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,6716.490935,6716.490935,6716.490935,6716.490935,6716.490935,1,28367.454669732266,28367.454669732266,28367.454669732266,28367.454669732266,28367.454669732266,1,162.0,162,162,162,162,1,147.0,147,147,147,147,1,2.0,2,2,2,2,1,6.0,6.0,6.0,6.0,6.0,1,7.0,7,7,7,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,5673.490933946453,5673.490933946453,5673.490933946453,5673.490933946453,5673.490933946453,1,810.0,810.0,810.0,810.0,810.0,1,54.0,54.0,54.0,54.0,54.0,1,32.0,32.0,32.0,32.0,32.0,1,2.5011369000421837,2.5011369000421837,2.5011369000421837,2.5011369000421837,2.5011369000421837
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_300,coverage,1,1,0,0,6784.920223,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,6784.920223,6784.920223,6784.920223,6784.920223,6784.920223,1,28589.60111478309,28589.60111478309,28589.60111478309,28589.60111478309,28589.60111478309,1,162.0,162,162,162,162,1,147.0,147,147,147,147,1,10.0,10,10,10,10,1,30.0,30.0,30.0,30.0,30.0,1,7.0,7,7,7,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,5717.920222956618,5717.920222956618,5717.920222956618,5717.920222956618,5717.920222956618,1,810.0,810.0,810.0,810.0,810.0,1,78.0,78.0,78.0,78.0,78.0,1,32.0,32.0,32.0,32.0,32.0,1,2.2973008999833837,2.2973008999833837,2.2973008999833837,2.2973008999833837,2.2973008999833837
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_300,current,1,1,0,0,10274.571313,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,10274.571313,10274.571313,10274.571313,10274.571313,10274.571313,1,43772.85658397212,43772.85658397212,43772.85658397212,43772.85658397212,43772.85658397212,1,206.0,206,206,206,206,1,179.0,179,179,179,179,1,77.0,77,77,77,77,1,231.0,231.0,231.0,231.0,231.0,1,5.0,5,5,5,5,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,8754.571316794423,8754.571316794423,8754.571316794423,8754.571316794423,8754.571316794423,1,1030.0,1030.0,1030.0,1030.0,1030.0,1,279.0,279.0,279.0,279.0,279.0,1,32.0,32.0,32.0,32.0,32.0,1,2.6613606000319123,2.6613606000319123,2.6613606000319123,2.6613606000319123,2.6613606000319123
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_300,local_cover,1,1,0,0,9959.580112,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,9959.580112,9959.580112,9959.580112,9959.580112,9959.580112,1,42782.900587097414,42782.900587097414,42782.900587097414,42782.900587097414,42782.900587097414,1,206.0,206,206,206,206,1,179.0,179,179,179,179,1,38.0,38,38,38,38,1,114.0,114.0,114.0,114.0,114.0,1,5.0,5,5,5,5,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,8556.580117419482,8556.580117419482,8556.580117419482,8556.580117419482,8556.580117419482,1,1030.0,1030.0,1030.0,1030.0,1030.0,1,162.0,162.0,162.0,162.0,162.0,1,32.0,32.0,32.0,32.0,32.0,1,2.831430200021714,2.831430200021714,2.831430200021714,2.831430200021714,2.831430200021714
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_75,combined_cover,2,2,0,0,8202.3630595,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8202.3630595,8202.3630595,8516.4420151,8555.701884549999,8594.961754,2,33736.81529530379,33736.81529530379,35995.21007094366,36277.50941789865,36559.80876485363,2,227.5,227.5,252.7,255.85,259,2,207.0,207.0,232.6,235.79999999999998,239,2,13.5,13.5,15.5,15.75,16,2,40.5,40.5,46.5,47.24999999999999,48.0,2,7.5,7.5,9.5,9.75,10,2,931.2393299999999,931.2393299999999,1676.2307939999998,1769.3547269999997,1862.4786599999998,2,28.0,28.0,50.4,53.199999999999996,56,2,6747.363059060758,6747.363059060758,7199.0420141887325,7255.50188357973,7311.961752970727,2,1137.5,1137.5,1263.5,1279.25,1295.0,2,82.5,82.5,93.30000000000001,94.64999999999999,96.0,2,28.0,28.0,31.2,31.6,32.0,2,2.35042929998599,2.35042929998599,2.38057002001442,2.384337610017974,2.3881052000215277
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_75,coverage,2,2,0,0,8477.5845415,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,8477.5845415,8477.5845415,8612.246102699999,8629.07879785,8645.911493,2,34617.92272015057,34617.92272015057,36255.23053468247,36459.89401149897,36664.557488315455,2,227.5,227.5,252.7,255.85,259,2,207.0,207.0,232.6,235.79999999999998,239,2,46.5,46.5,62.900000000000006,64.95,67,2,139.5,139.5,188.70000000000002,194.85,201.0,2,7.5,7.5,9.5,9.75,10,2,931.2393299999994,931.2393299999994,1676.230793999999,1769.3547269999988,1862.4786599999989,2,28.0,28.0,50.4,53.199999999999996,56,2,6923.584544030113,6923.584544030113,7251.046106936496,7291.978802299793,7332.911497663091,2,1137.5,1137.5,1263.5,1279.25,1295.0,2,181.5,181.5,225.9,231.45,237.0,2,28.0,28.0,31.2,31.6,32.0,2,2.2354502000380307,2.2354502000380307,2.3114838799927386,2.3209880899870767,2.3304922999814153
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_75,current,2,2,0,0,7674.258506,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,7674.258506,7674.258506,9140.7138388,9324.0207554,9507.327672,2,31103.79252645145,31103.79252645145,35926.069187258225,36528.85376985907,37131.63835245992,2,230.5,230.5,316.5,327.25,338,2,210.0,210.0,290.0,300.0,310,2,7.0,7.0,7.0,7.0,7,2,21.0,21.0,21.0,21.0,21.0,2,8.0,8.0,11.200000000000001,11.599999999999998,12,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,6220.75850529029,6220.75850529029,7185.213837451645,7305.770753971815,7426.3276704919845,2,1152.5,1152.5,1582.5,1636.25,1690.0,2,63.0,63.0,67.8,68.4,69.0,2,28.0,28.0,31.2,31.6,32.0,2,2.187647750019096,2.187647750019096,2.207072989991866,2.2095011449884625,2.2119292999850586
development,stress,stress_design,assumption__radius_min__noise_extreme__scale_75,local_cover,2,2,0,0,7936.3128165,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,2,7936.3128165,7936.3128165,9177.275008100001,9332.39528205,9487.515556,2,31896.564079752898,31896.564079752898,36053.37503975905,36572.97640975982,37092.57777976059,2,230.5,230.5,316.5,327.25,338,2,210.0,210.0,290.0,300.0,310,2,41.5,41.5,72.3,76.15,80,2,124.5,124.5,216.9,228.45,240.0,2,8.0,8.0,11.200000000000001,11.599999999999998,12,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,2,6379.3128159505795,6379.3128159505795,7210.675007951811,7314.595281951964,7418.515555952118,2,1152.5,1152.5,1582.5,1636.25,1690.0,2,166.5,166.5,263.7,275.84999999999997,288.0,2,28.0,28.0,31.2,31.6,32.0,2,2.574870250071399,2.574870250071399,2.653642690065317,2.663489245064557,2.6733358000637963
development,stress,stress_design,assumption__radius_mixed__noise_correlated__scale_150,combined_cover,1,1,0,0,8445.622865,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,8445.622865,8445.622865,8445.622865,8445.622865,8445.622865,1,34908.114331385375,34908.114331385375,34908.114331385375,34908.114331385375,34908.114331385375,1,225.0,225,225,225,225,1,202.0,202,202,202,202,1,24.0,24,24,24,24,1,72.0,72.0,72.0,72.0,72.0,1,10.0,10,10,10,10,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,6981.622866277075,6981.622866277075,6981.622866277075,6981.622866277075,6981.622866277075,1,1125.0,1125.0,1125.0,1125.0,1125.0,1,111.0,111.0,111.0,111.0,111.0,1,26.0,26.0,26.0,26.0,26.0,1,2.8782167999306694,2.8782167999306694,2.8782167999306694,2.8782167999306694,2.8782167999306694
development,stress,stress_design,assumption__radius_mixed__noise_correlated__scale_150,coverage,1,1,0,0,9309.620918,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,9309.620918,9309.620918,9309.620918,9309.620918,9309.620918,1,37773.1045861687,37773.1045861687,37773.1045861687,37773.1045861687,37773.1045861687,1,225.0,225,225,225,225,1,202.0,202,202,202,202,1,121.0,121,121,121,121,1,363.0,363.0,363.0,363.0,363.0,1,9.0,9,9,9,9,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,1,7554.62091723374,7554.62091723374,7554.62091723374,7554.62091723374,7554.62091723374,1,1125.0,1125.0,1125.0,1125.0,1125.0,1,402.0,402.0,402.0,402.0,402.0,1,26.0,26.0,26.0,26.0,26.0,1,2.4182946999790147,2.4182946999790147,2.4182946999790147,2.4182946999790147,2.4182946999790147
development,stress,stress_design,assumption__radius_mixed__noise_correlated__scale_150,current,1,1,0,0,9817.553862,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,9817.553862,9817.553862,9817.553862,9817.553862,9817.553862,1,40347.769319634295,40347.769319634295,40347.769319634295,40347.769319634295,40347.769319634295,1,274.0,274,274,274,274,1,247.0,247,247,247,247,1,22.0,22,22,22,22,1,66.0,66.0,66.0,66.0,66.0,1,5.0,5,5,5,5,1,3820.5098640000006,3820.5098640000006,3820.5098640000006,3820.5098640000006,3820.5098640000006,1,112.0,112,112,112,112,1,8069.553863926859,8069.553863926859,8069.553863926859,8069.553863926859,8069.553863926859,1,1370.0,1370.0,1370.0,1370.0,1370.0,1,105.0,105.0,105.0,105.0,105.0,1,26.0,26.0,26.0,26.0,26.0,1,2.168830499984324,2.168830499984324,2.168830499984324,2.168830499984324,2.168830499984324
development,stress,stress_design,assumption__radius_mixed__noise_correlated__scale_150,local_cover,1,1,0,0,10230.474346,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,1,10230.474346,10230.474346,10230.474346,10230.474346,10230.474346,1,41557.37173555999,41557.37173555999,41557.37173555999,41557.37173555999,41557.37173555999,1,274.0,274,274,274,274,1,247.0,247,247,247,247,1,79.0,79,79,79,79,1,237.0,237.0,237.0,237.0,237.0,1,5.0,5,5,5,5,1,3820.5098640000006,3820.5098640000006,3820.5098640000006,3820.5098640000006,3820.5098640000006,1,112.0,112,112,112,112,1,8311.474347111998,8311.474347111998,8311.474347111998,8311.474347111998,8311.474347111998,1,1370.0,1370.0,1370.0,1370.0,1370.0,1,276.0,276.0,276.0,276.0,276.0,1,26.0,26.0,26.0,26.0,26.0,1,2.8475606000283733,2.8475606000283733,2.8475606000283733,2.8475606000283733,2.8475606000283733
